"cpv_puhas";"eeldatav_maksumus_puhas";"lepingu_maksumus_puhas";"tegelik_maksumus_puhas";"kestvus_kuudes"
"74614000-6";168715.95;168715.95;168715.95;NA
"15330000-0";239337.56;239337.57;279663.28;12
"03212100-1";134380.82;134380.83;71270.7;12
"72211000-7";66999.99;66999.99;66999.99;NA
"73300000-5";11056.72;11056.72;11056.72;NA
"72262000-9";39369.58;39369.58;NA;NA
"72262000-9";25176.08;25176.08;NA;NA
"72250000-2";105609.6;105609.6;NA;NA
"64210000-1";NA;NA;NA;24
"72243000-0";18253.17;18253.17;18253.17;NA
"30121400-7";21827.45;21827.45;NA;NA
"73110000-6";115040.97;115040.97;115040.97;19
"92220000-9";54324.9;54324.9;NA;NA
"35110000-8";241830.69;241830.69;241830.69;14
"35111000-5";162207.76;162207.76;162207.76;7
"34521400-9";321774;321774;321774;14
"34114100-0";NA;NA;NA;14
"60410000-5";3834698.91;639116.49;8065218;12
"30231100-8";44992.84;44992.84;218112.88;12
"74262000-3";19908.48;19908.48;25596.62;NA
"72260000-5";126545.06;126545.06;126545.06;28
"74133000-0";10832.51;10832.51;NA;NA
"73110000-6";28760.24;28760.24;28760.24;NA
"24451300-3";15708.65;15708.65;NA;NA
"73110000-6";21546.21;21546.21;21546.21;NA
"30230000-0";65415.75;65415.75;65415.75;36
"73200000-4";24925.54;24925.54;24925.54;NA
"80420000-4";12475.55;12475.55;12475.55;NA
"24451300-3";13216.93;13216.93;13216.93;NA
"35111000-5";1926161.66;1926161.66;1926161.66;13
"73110000-6";28760.24;28760.24;28760.24;NA
"74225100-3";28760.24;28760.24;NA;NA
"73110000-6";15850.09;15850.09;15850.09;NA
"74140000-2";27615.07;27615.07;NA;NA
"45311000-0";227357.06;227357.06;NA;NA
"72200000-7";17419.12;17419.12;17419.12;NA
"72260000-5";11082.28;11082.28;NA;NA
"09132100-4";2935753.45;2935753.45;1414975.94;36
"92300000-4";NA;NA;NA;13
"71000000-8";306852.61;306852.61;416388.99;NA
"64210000-1";40000;40000;17202.55;NA
"72260000-5";NA;NA;NA;12
"39000000-2";50070.62;50070.62;NA;2
"74131600-2";24791.33;24791.33;NA;NA
"78110000-1";24286.43;24286.43;24009.48;NA
"32321200-1";14479.89;14479.89;NA;NA
"74131200-8";18853.94;18853.94;18539.7;NA
"45233160-8";270767.45;270767.45;302878.52;4
"36121000-5";31497.77;31497.77;31497.77;NA
"72240000-9";NA;NA;NA;NA
"73200000-4";20148.4;20148.4;21158.47;NA
"36111420-2";25174.79;25174.79;NA;NA
"45454000-4";608476.3;608476.3;585118.94;NA
"92312213-7";11440.57;11440.57;NA;NA
"72268000-1";54708.37;54708.37;54069.25;NA
"18300000-2";58658.11;58658.11;49778.04;NA
"30210000-4";17435.1;17435.1;NA;NA
"30236000-2";22302.81;22302.81;NA;NA
"30191200-6";30673.2;30673.2;NA;NA
"72260000-5";29910.65;29910.65;NA;NA
"45241000-8";NA;NA;NA;14
"45200000-9";217044.85;217044.85;NA;4
"72200000-7";15722.27;15722.27;NA;NA
"74272112-4";35151.41;35151.41;35151.41;NA
"74132000-3";10969.8;10969.8;NA;NA
"72200000-7";25539.73;25539.73;25539.73;NA
"45200000-9";125842.04;125842.04;NA;NA
"74131500-1";13293.62;13293.62;NA;NA
"28211220-2";122774.66;122774.66;144874.16;4
"30192000-1";86216.69;86216.69;68760.84;18
"90121300-4";30899.68;30899.68;30899.68;NA
"78140000-0";12998.99;12998.99;3518.73;NA
"90121300-4";30899.68;30899.68;30899.68;NA
"72266000-7";24669.9;24669.9;NA;NA
"72240000-9";186941.57;186941.57;186941.57;8
"72260000-5";407756.32;407756.32;290566;24
"01112100-6";NA;NA;NA;NA
"30248200-1";82520;82520;82520;NA
"30231000-7";348172.38;348172.38;348172.38;2
"32430000-6";78740.43;78740.43;5471.73;0
"72240000-9";563547.35;664985.88;563547.35;12
"73210000-7";15338.8;15338.8;15338.8;NA
"72262000-9";121432.13;121432.13;119002.21;30
"30231200-9";15946.58;15946.58;12556.98;NA
"30248200-1";130047.14;130047.14;130047.14;NA
"24451400-4";744858.31;744858.31;744858.31;7
"30233132-5";39244.15;72501.91;NA;NA
"45241000-8";NA;NA;NA;NA
"74141200-1";13540.58;13540.58;NA;NA
"30231400-1";25700.79;25700.79;NA;NA
"34116000-3";38889.73;38889.73;8691.51;60
"74141400-3";27581.05;27581.05;NA;NA
"74141100-0";10225.86;10225.86;NA;NA
"45200000-9";51448.88;51448.88;NA;NA
"17222100-5";97416.37;97416.37;NA;2
"45200000-9";54708.37;54708.37;NA;NA
"74610000-8";46016.39;46016.39;10379.19;NA
"78300000-0";29681.21;29681.21;25671.02;NA
"73200000-4";28689.94;28689.94;28689.94;NA
"73200000-4";10737.16;10737.16;10737.16;NA
"33651400-2";1341178.72;1341178.73;1341178.73;14
"30230000-0";NA;NA;NA;NA
"74200000-1";56817.46;56817.46;53173.06;12
"74131600-2";30524.2;30524.2;28798.59;NA
"22114500-7";18981.76;18981.76;NA;NA
"72262000-9";487461.68;487461.68;487461.68;28
"31129000-6";61657.07;61657.07;NA;4
"93920000-3";383469.89;383469.89;457969.72;24
"72243000-0";17102.76;17102.76;17102.76;NA
"30100000-0";13567.74;13567.74;13567.76;NA
"30248200-1";20739.14;20739.14;NA;NA
"21120000-0";166170.29;166383.5;127042.3;24
"50312600-1";39171.07;39171.06;45796.85;NA
"30240000-3";26574.46;26574.46;NA;NA
"30190000-7";20963.02;20963.02;15958.34;NA
"80423300-8";351392.63;351392.63;543689.35;NA
"90120000-4";14507.94;14507.94;NA;NA
"24451400-4";38174.43;38174.43;NA;1
"34110000-1";31133.47;31133.47;35849.64;NA
"45222110-3";638029.99;638029.99;NA;4
"90733100-5";226789.46;226789.46;225984.36;9
"73110000-6";12337.26;12337.26;12337.26;NA
"30213100-6";1917349.46;1917349.46;1917349.46;NA
"45453100-8";102194.73;102194.73;NA;NA
"33190000-8";70814.11;70814.11;NA;2
"90313000-4";97492.3;97492.3;96533.62;20
"64210000-1";NA;NA;NA;24
"33190000-8";12966.08;12966.08;NA;NA
"74543000-7";32157.27;32157.27;33234.06;NA
"78180000-2";16221.93;16221.93;NA;NA
"34110000-1";17101.87;17101.87;13587.9;NA
"24451300-3";22374.19;22374.19;NA;NA
"73300000-5";108324.81;108324.81;108324.81;7
"29522600-0";344949.19;344949.19;344949.19;7
"45211100-0";1467803.48;1467803.48;1467803.48;6
"74131200-8";13472.9;13472.9;NA;NA
"36140000-4";28736.34;28736.34;NA;1
"50312600-1";NA;NA;NA;36
"74225100-3";12143.21;12143.21;12143.21;7
"30231100-8";27516.01;27516.01;27516.01;36
"74200000-1";NA;NA;NA;3
"74613000-9";22333.29;22333.29;NA;NA
"74831300-6";12782.33;12782.33;20031.8;NA
"74831300-6";12782.33;12782.33;15765.73;NA
"74222000-1";NA;NA;NA;NA
"29851100-0";NA;NA;NA;NA
"29851100-0";NA;NA;NA;NA
"29851100-0";NA;NA;NA;NA
"29221511-9";NA;NA;NA;NA
"29851000-9";NA;NA;NA;NA
"35121140-1";NA;NA;NA;NA
"34221000-2";NA;NA;NA;NA
"74831300-6";12782.33;12782.33;9024.11;NA
"72200000-7";16248.72;16248.72;NA;NA
"23111000-8";15650275.46;15650275.47;10230311.1;48
"72240000-9";NA;NA;NA;9
"72150000-1";66028.4;66028.4;66028.4;7
"72250000-2";NA;NA;NA;60
"34110000-1";612539.21;612539.21;612539.35;48
"74300000-2";146623.61;146623.61;146623.61;42
"74200000-1";15338.8;15338.8;NA;NA
"34113200-4";35472.5;35472.5;NA;5
"78100000-8";37913.67;37913.67;NA;NA
"74840000-9";11120.63;11120.63;NA;NA
"29711310-2";18685.08;18685.08;20932.73;NA
"32260000-3";107023.95;107023.95;107023.95;36
"71251000-2";NA;NA;NA;14
"21120000-0";NA;NA;NA;NA
"72250000-2";8015.81;8015.81;9175.99;NA
"34113100-3";106412.89;106412.89;NA;6
"29231200-9";36557.46;36557.46;36557.46;NA
"72262000-9";63911.65;NA;NA;32
"30248200-1";18607.88;18607.88;18607.88;NA
"74131130-6";15773.39;15773.39;NA;NA
"74230000-0";31879.13;31879.13;31879.13;NA
"34111000-8";29179.31;29179.31;48357.21;NA
"78000000-7";95790.78;95790.78;91799.5;NA
"73300000-5";66431.49;66431.49;66431.49;10
"50312600-1";NA;NA;NA;NA
"30230000-0";11357.1;11357.1;10221.39;NA
"15800000-6";19173.49;19173.49;21502.75;NA
"93920000-3";6915.43;6915.43;60583.51;24
"72260000-5";434279.65;434279.65;416148.84;36
"72250000-2";38795.46;38795.46;38795.46;NA
"24800000-2";12880.37;12880.37;9586.75;NA
"74224000-5";76318.18;76318.18;76318.18;9
"34115000-6";21500.9;21500.9;16350.83;NA
"34112000-5";14164.67;14164.67;13579.05;NA
"34110000-1";358691.51;358691.52;355701.82;60
"72250000-2";39574.09;39574.09;39574.09;NA
"74121000-3";9586.75;9586.75;NA;NA
"30100000-0";28519.17;28519.17;28519.17;NA
"72510000-3";1917349.46;1917349.46;1917349.46;48
"79110000-8";127823.3;127823.28;NA;NA
"74142100-7";33192.32;33192.32;36067.26;NA
"80420000-4";76693.98;76693.98;NA;NA
"62110000-6";1278232.97;1278232.98;569502.52;12
"21125300-8";17201.44;17201.44;30117.98;NA
"34112000-5";18815.01;18815.01;18815.01;NA
"23000000-7";518334.27;518334.27;345622.01;24
"29800000-7";13114.67;13114.67;14314.65;NA
"78000000-7";NA;NA;NA;12
"71240000-2";NA;NA;NA;4
"35110000-8";NA;NA;NA;NA
"15612500-6";2104663.06;4846854.53;736619.33;12
"92000000-1";129768.64;129768.64;NA;NA
"34112000-5";19791.84;19791.84;20389.41;NA
"29531000-0";16548.96;16548.96;15517.91;NA
"74131600-2";11504.1;11504.1;12545.86;NA
"24451400-4";388071.53;388071.53;NA;8
"30260000-9";104613.25;104613.25;104613.25;NA
"30121400-7";13132.18;13132.18;13143.81;NA
"74750000-1";78194.3;78194.31;73532.73;15
"33190000-8";235029.46;235029.46;NA;4
"74222000-1";39453.94;39453.94;39453.94;5
"72250000-2";25155.62;25155.62;25155.62;NA
"30231100-8";156390.72;156390.72;NA;0
"45212422-0";2307312.13;2307312.13;NA;37
"72260000-5";206562.45;206562.45;204161.69;48
"34130000-7";65616.49;65616.49;65616.49;NA
"15130000-8";1543718.83;1543718.82;1129346.93;12
"50300000-8";127823.3;127823.3;92429.48;37
"45112714-3";71900.6;71900.6;84842;NA
"45241000-8";414091.75;414091.75;414092;NA
"72150000-1";NA;10414.08;NA;NA
"92220000-9";97492.36;97492.36;97492.36;9
"34115000-6";506229.28;506229.28;556352.32;62
"30231100-8";69404.15;69404.15;69404.15;36
"34114400-3";21323.1;21323.1;23822.91;NA
"34115000-6";NA;NA;NA;NA
"36140000-4";181729.58;181729.58;181729.58;1
"73110000-6";15939.57;15939.57;15939.57;NA
"30121400-7";49026.88;49026.88;49026.88;37
"74200000-1";13964.7;13964.7;NA;NA
"74410000-6";21659.39;21659.39;NA;NA
"78100000-8";56249.28;56249.28;77734.01;16
"78311000-0";17083.58;17083.58;17077.35;NA
"74220000-7";NA;52727.11;NA;NA
"30248200-1";92635.78;92635.78;NA;3
"64210000-1";3195582.43;3195582.43;3204761.33;48
"45112710-5";75477.44;75477.44;75477.44;NA
"71250000-5";122071.25;122071.25;122071.25;NA
"45210000-2";46036.9;46036.9;46036.9;NA
"74831300-6";50912.66;50912.66;50912.66;16
"36900000-0";19884.45;19884.45;NA;NA
"24451600-6";123610.43;123610.43;NA;10
"72250000-2";29079.8;29079.8;29079.8;NA
"";175756;175644;175613;NA
"";175756;175644;175613;NA
"";175756;175644;175613;NA
"";175756;175644;175613;NA
"";175756;175644;175613;NA
"";175756;175644;175613;NA
"";175756;175644;175613;NA
"";175756;175644;175613;NA
"";175756;175644;175613;NA
"";175756;175644;175613;NA
"";175756;175644;175613;NA
"";175756;175644;175613;NA
"";175756;175644;175613;NA
"";175756;175644;175613;NA
"";175756;175644;175613;NA
"";175756;175644;175613;NA
"";175756;175644;175613;NA
"";175756;175644;175613;NA
"";175756;175644;175613;NA
"";175756;175644;175613;NA
"";175756;175644;175613;NA
"";175756;175644;175613;NA
"";175756;175644;175613;NA
"";175756;175644;175613;NA
"";175756;175644;175613;NA
"";175756;175644;175613;NA
